trx_id,account_id,trx_datetime,trx_type,amount,currency,description,counterparty,posting_date,branch_id,updated_at
1544,988,2025-12-06 22:10:33,transfer,24851.92,KZT,Услать пастух командир.,ООО «Фомин-Сидоров»,2025-12-06,8,2025-12-06 22:10:33
1545,280,2025-11-11 10:32:16,debit,475209.53,KZT,Прежде плавно.,"ОАО «Юдина, Лыткина и Соколов»",2025-11-11,3,2025-11-11 10:32:16
1546,204,2025-07-03 10:21:29,transfer,456822.2,KZT,Мгновение спорт падать.,Мухина Инкорпорэйтед,2025-07-03,7,2025-07-03 10:21:29
1547,642,2025-11-30 09:30:32,credit,189340.56,KZT,Коллектив некоторый крыса.,Романов и партнеры,2025-11-30,9,2025-11-30 09:30:32
1548,529,2025-08-02 21:16:29,credit,345769.88,KZT,Лететь жить ремень.,НПО «Корнилов»,2025-08-02,5,2025-08-02 21:16:29
1549,864,2025-10-09 02:24:28,transfer,196641.33,KZT,Пропадать что столетие термин командование.,"РАО «Туров, Данилов и Цветков»",2025-10-09,10,2025-10-09 02:24:28
1550,957,2025-09-04 16:18:18,debit,350857.76,KZT,Увеличиваться демократия спешить сбросить еврейский.,ИП «Кузнецова»,2025-09-04,1,2025-09-04 16:18:18
1551,546,2025-09-12 14:25:36,debit,183193.26,KZT,Рота белье сынок нажать поставить.,ООО «Зиновьев-Самсонова»,2025-09-12,4,2025-09-12 14:25:36
1552,1188,2025-08-21 02:37:55,credit,224586.94,KZT,Освобождение поздравлять миг крыса роскошный.,Группа Газфонд,2025-08-21,9,2025-08-21 02:37:55
1553,192,2025-08-30 18:07:48,debit,383147.93,KZT,Граница чем один бригада.,Сибирская аграрная группа,2025-08-30,1,2025-08-30 18:07:48
1554,1002,2025-08-10 21:33:34,credit,118416.14,KZT,Художественный задрать зима.,Соколова и партнеры,2025-08-10,10,2025-08-10 21:33:34
1555,926,2025-12-18 02:43:49,transfer,282090.83,KZT,Инвалид точно.,Каменск-Уральский металлургический завод,2025-12-18,4,2025-12-18 02:43:49
1556,1423,2025-10-08 15:57:19,credit,360702.45,KZT,Соответствие неожиданный направо оборот настать.,ИП «Комаров-Ковалев»,2025-10-08,10,2025-10-08 15:57:19
1557,598,2025-12-11 16:28:29,transfer,180103.84,KZT,Важный неправда сопровождаться.,Панфилов Инкорпорэйтед,2025-12-11,8,2025-12-11 16:28:29
1558,500,2025-11-29 12:16:31,credit,137288.49,KZT,Ломать счастье непривычный.,НПО «Гуляев Гордеев»,2025-11-29,4,2025-11-29 12:16:31
1559,87,2025-09-22 16:55:38,debit,210513.35,KZT,Естественный манера.,"ОАО «Горшкова, Фомичев и Жуков»",2025-09-22,6,2025-09-22 16:55:38
1560,1320,2025-07-09 19:37:58,credit,121442.42,KZT,Манера возмутиться тута.,ООО «Смирнова Рыбакова»,2025-07-09,5,2025-07-09 19:37:58
1561,1372,2025-12-23 21:55:54,credit,350662.98,KZT,Банда поймать художественный юный.,"НПО «Меркушева, Семенова и Селезнева»",2025-12-23,3,2025-12-23 21:55:54
1562,1188,2025-09-29 08:42:56,credit,437676.24,KZT,Растеряться приличный дрогнуть.,Куйбышевазот,2025-09-29,3,2025-09-29 08:42:56
1563,577,2025-11-21 16:01:52,debit,264078.48,KZT,Жестокий командующий.,Никитин и партнеры,2025-11-21,8,2025-11-21 16:01:52
1564,442,2025-09-16 09:12:36,credit,197077.26,KZT,Поставить спалить палец лететь.,ИП «Матвеева-Наумова»,2025-09-16,8,2025-09-16 09:12:36
1565,777,2025-09-07 00:54:17,credit,213206.41,KZT,Жидкий ведь нервно демократия.,Аргос,2025-09-07,4,2025-09-07 00:54:17
1566,142,2025-12-03 01:44:25,transfer,120490.71,KZT,Ложиться рот дурацкий жестокий заложить.,Энергосбытовая компания Восток,2025-12-03,8,2025-12-03 01:44:25
1567,897,2025-11-02 10:45:02,credit,204016.08,KZT,Сверкающий изба куча умирать.,ОАО «Бобылева»,2025-11-02,1,2025-11-02 10:45:02
1568,1415,2025-09-10 15:26:14,credit,182232.9,KZT,Близко что уточнить.,Шестаков Инк,2025-09-10,5,2025-09-10 15:26:14
1569,1122,2025-09-20 04:17:48,debit,214461.64,KZT,Невозможно сохранять о.,Райффайзенбанк (Raiffeisen),2025-09-20,2,2025-09-20 04:17:48
1570,395,2025-10-27 15:45:55,transfer,257093.48,KZT,Полевой мимо решетка.,Eurasia Drilling Company,2025-10-27,4,2025-10-27 15:45:55
1571,675,2025-10-05 19:49:35,credit,466411.6,KZT,Монета близко плод академик.,НПО «Носков-Никифоров»,2025-10-05,7,2025-10-05 19:49:35
1572,670,2025-12-30 22:29:31,credit,355462.71,KZT,Возможно рассуждение пропадать картинка.,"ИП «Никифоров, Морозова и Копылова»",2025-12-30,10,2025-12-30 22:29:31
1573,44,2025-12-21 07:24:34,transfer,460375.35,KZT,Ложиться точно ярко.,РАО «Иванов-Дьячков»,2025-12-21,9,2025-12-21 07:24:34
1574,17,2025-09-20 12:17:55,credit,174856.39,KZT,Песня наступать нервно.,"ИП «Веселов, Савельева и Ильин»",2025-09-20,4,2025-09-20 12:17:55
1575,304,2025-12-28 23:40:01,debit,188141.82,KZT,Банк адвокат.,"РАО «Федотова, Бирюков и Лихачев»",2025-12-28,6,2025-12-28 23:40:01
1576,1067,2025-07-05 15:55:19,credit,268967.91,KZT,Ведь угроза другой.,АО «Лыткина Фролов»,2025-07-05,3,2025-07-05 15:55:19
1577,1359,2025-12-03 03:33:31,credit,158405.67,KZT,Жидкий вообще носок танцевать помолчать.,ООО «Смирнов-Сазонов»,2025-12-03,3,2025-12-03 03:33:31
1578,1500,2025-08-25 22:00:53,credit,431383.37,KZT,Грустный дурацкий реклама терапия.,Мосгортранс,2025-08-25,1,2025-08-25 22:00:53
1579,171,2025-11-06 19:16:32,credit,388455.2,KZT,Инвалид рабочий расстегнуть радость сверкать.,РАО «Ершов-Щукина»,2025-11-06,7,2025-11-06 19:16:32
1580,135,2025-08-29 23:49:38,credit,120544.97,KZT,Смелый зеленый.,ГК Транстехсервис,2025-08-29,9,2025-08-29 23:49:38
1581,959,2025-07-16 07:32:29,debit,96213.38,KZT,Чем растеряться.,"ООО «Виноградов, Кириллов и Андреев»",2025-07-16,4,2025-07-16 07:32:29
1582,166,2025-11-20 15:10:58,credit,497759.11,KZT,Мгновение госпожа хотеть аж.,Денцу Эйджис Си Эс (Dentsu),2025-11-20,9,2025-11-20 15:10:58
1583,1099,2025-09-14 23:35:34,debit,289380.89,KZT,Приличный бегать цвет помолчать.,Авдеев Инк,2025-09-14,1,2025-09-14 23:35:34
1584,407,2025-11-04 21:59:00,transfer,413481.47,KZT,Исследование пища господь зачем.,ИП «Бирюкова Ефимов»,2025-11-04,5,2025-11-04 21:59:00
1585,1121,2025-08-24 09:12:18,transfer,411408.84,KZT,Мучительно материя рота.,РАО «Елисеева Карпова»,2025-08-24,5,2025-08-24 09:12:18
1586,404,2025-12-03 03:22:49,credit,328437.33,KZT,Волк нервно.,АО «Куликова Тетерин»,2025-12-03,10,2025-12-03 03:22:49
1587,892,2025-09-17 16:50:35,transfer,36506.49,KZT,Дремать командир роскошный.,Яковлева Инкорпорэйтед,2025-09-17,5,2025-09-17 16:50:35
1588,1058,2025-08-21 06:50:05,debit,428076.24,KZT,Иной скрытый магазин дальний.,НПО «Дроздова»,2025-08-21,9,2025-08-21 06:50:05
1589,1413,2025-12-11 07:17:42,credit,449366.8,KZT,Доставать недостаток что страсть.,"АО «Щукина, Новикова и Хохлова»",2025-12-11,4,2025-12-11 07:17:42
1590,1062,2025-09-08 09:49:17,credit,316815.91,KZT,Выраженный развитый демократия мучительно расстегнуть.,Сибирская аграрная группа,2025-09-08,8,2025-09-08 09:49:17
1591,315,2025-07-28 20:58:45,transfer,1689.68,KZT,Госпожа спичка вскакивать.,АО «Гаврилов Тетерин»,2025-07-28,5,2025-07-28 20:58:45
1592,857,2025-10-29 23:50:26,credit,277759.87,KZT,Степь картинка зеленый смелый.,"ООО «Трофимов, Боброва и Давыдов»",2025-10-29,3,2025-10-29 23:50:26
1593,1424,2025-09-25 13:29:45,debit,132423.19,KZT,Труп разнообразный потрясти.,НПО «Виноградов-Наумов»,2025-09-25,4,2025-09-25 13:29:45
1594,749,2025-09-04 21:11:36,credit,170016.55,KZT,Скользить мелочь.,"РАО «Вишняков, Воронова и Панфилова»",2025-09-04,5,2025-09-04 21:11:36
1595,869,2025-12-20 23:29:31,credit,288781.1,KZT,Неправда полюбить пропасть тюрьма.,Транскапиталбанк,2025-12-20,6,2025-12-20 23:29:31
1596,68,2025-08-27 01:02:54,credit,359514.84,KZT,Плод неожиданно тусклый строительство о.,Продо,2025-08-27,10,2025-08-27 01:02:54
1597,1050,2025-11-30 21:46:38,debit,294425.54,KZT,Командующий бетонный полюбить карандаш плод.,ЗАО «Зиновьева Красильников»,2025-11-30,1,2025-11-30 21:46:38
1598,233,2025-10-04 03:03:05,credit,241571.45,KZT,Степь болото перебивать бетонный.,АО «Смирнова-Тетерин»,2025-10-04,9,2025-10-04 03:03:05
1599,886,2025-10-30 19:32:02,credit,237537.77,KZT,Сомнительный подземный.,"РАО «Нестеров, Лебедев и Тихонов»",2025-10-30,7,2025-10-30 19:32:02
1600,361,2025-11-05 11:09:16,transfer,495046.49,KZT,Командование материя бок командир.,ОАО «Хохлов Евсеев»,2025-11-05,8,2025-11-05 11:09:16
1601,1191,2025-12-26 12:51:33,debit,178769.68,KZT,Свежий а вывести.,ИП «Комарова»,2025-12-26,4,2025-12-26 12:51:33
1602,921,2025-10-25 19:26:41,debit,169838.46,KZT,Способ инфекция налево термин.,ОАО «Устинов-Мартынова»,2025-10-25,5,2025-10-25 19:26:41
1603,1143,2025-09-10 05:32:57,credit,259327.26,KZT,Советовать смеяться наступать.,Баранов Инк,2025-09-10,2,2025-09-10 05:32:57
1604,429,2025-08-24 09:14:03,credit,493630.25,KZT,Багровый выдержать.,АО «Шубин»,2025-08-24,7,2025-08-24 09:14:03
1605,288,2025-12-16 20:49:39,transfer,391466.98,KZT,Бригада разнообразный помолчать покинуть возмутиться.,Логинов Инкорпорэйтед,2025-12-16,5,2025-12-16 20:49:39
1606,1054,2025-11-22 10:18:17,credit,236465.93,KZT,Кузнец торговля мгновение.,АО «Андреева-Копылов»,2025-11-22,6,2025-11-22 10:18:17
1607,685,2025-08-19 07:25:55,transfer,45146.09,KZT,Домашний отъезд.,"НПО «Захаров, Смирнова и Корнилов»",2025-08-19,6,2025-08-19 07:25:55
1608,285,2025-10-03 11:38:42,transfer,226099.0,KZT,Столетие что карандаш коричневый.,ОАО «Голубева-Зыкова»,2025-10-03,2,2025-10-03 11:38:42
1609,428,2025-12-28 13:57:52,credit,240496.48,KZT,Ремень заведение результат приятель ребятишки.,АО «Шестакова Воронцов»,2025-12-28,5,2025-12-28 13:57:52
1610,1261,2025-12-14 00:01:23,debit,284987.91,KZT,Адвокат важный.,НПО «Соловьева Кудряшов»,2025-12-14,6,2025-12-14 00:01:23
1611,862,2025-10-14 12:19:10,credit,24914.76,KZT,Монета ответить заложить порядок.,"НПО «Виноградова, Корнилов и Фадеев»",2025-10-14,8,2025-10-14 12:19:10
1612,487,2025-07-09 07:41:29,credit,146216.87,KZT,Точно госпожа мрачно падать степь.,РАО «Комаров»,2025-07-09,3,2025-07-09 07:41:29
1613,1084,2025-12-12 07:56:40,credit,70501.49,KZT,Конструкция умирать вскакивать.,Маслов Лимитед,2025-12-12,1,2025-12-12 07:56:40
1614,463,2025-10-25 23:40:40,debit,480234.81,KZT,Промолчать приятель что вскинуть.,ЗАО «Богданов Воронов»,2025-10-25,7,2025-10-25 23:40:40
1615,907,2025-08-22 08:46:57,credit,183174.83,KZT,Каюта голубчик мгновение.,АО «Евдокимова»,2025-08-22,5,2025-08-22 08:46:57
1616,712,2025-10-04 21:35:18,transfer,117579.63,KZT,Юный неправда услать славный.,Шестаков Лимитед,2025-10-04,2,2025-10-04 21:35:18
1617,204,2025-12-26 09:57:06,credit,467794.1,KZT,Нож носок четко.,Наумов Лтд,2025-12-26,8,2025-12-26 09:57:06
1618,695,2025-08-09 15:27:39,credit,99779.67,KZT,Блин услать выражаться костер.,Горшков Лимитед,2025-08-09,2,2025-08-09 15:27:39
1619,791,2025-07-12 06:10:11,transfer,316639.44,KZT,Остановить назначить способ.,Котов Инкорпорэйтед,2025-07-12,5,2025-07-12 06:10:11
1620,960,2025-10-10 22:52:25,credit,119033.04,KZT,Правление что ставить.,Романов Лтд,2025-10-10,2,2025-10-10 22:52:25
1621,990,2025-11-15 10:04:48,credit,343223.62,KZT,Засунуть близко некоторый выражаться.,ООО «Козлова»,2025-11-15,4,2025-11-15 10:04:48
1622,1179,2025-12-14 13:37:19,credit,384536.99,KZT,Оставить зарплата.,ЗАО «Тарасова»,2025-12-14,8,2025-12-14 13:37:19
1623,559,2025-08-17 15:07:04,transfer,21949.73,KZT,Рис степь постоянный счастье рис.,"АО «Беляков, Савина и Елисеев»",2025-08-17,2,2025-08-17 15:07:04
1624,1235,2025-07-19 00:03:43,transfer,56208.3,KZT,Командующий дошлый успокоиться настать.,"НПО «Абрамов, Орехова и Федотов»",2025-07-19,3,2025-07-19 00:03:43
1625,1419,2025-12-19 20:24:01,credit,131774.68,KZT,Помолчать дрогнуть даль легко.,АО «Калинин-Кабанов»,2025-12-19,8,2025-12-19 20:24:01
1626,215,2025-09-24 01:22:19,credit,76485.06,KZT,Выражение школьный.,Мельников Инкорпорэйтед,2025-09-24,7,2025-09-24 01:22:19
1627,1303,2025-11-28 21:56:33,credit,13658.84,KZT,Изредка покидать вряд инфекция редактор.,ОАО «Котова-Логинова»,2025-11-28,5,2025-11-28 21:56:33
1628,1405,2025-12-28 08:50:57,debit,408318.91,KZT,Князь помимо.,ОАО «Фокина Капустин»,2025-12-28,10,2025-12-28 08:50:57
1629,1460,2025-11-20 08:13:31,transfer,318215.84,KZT,Ложиться пропадать горький спешить головка.,Российские железные дороги,2025-11-20,5,2025-11-20 08:13:31
1630,678,2025-07-30 16:07:43,credit,489736.64,KZT,Материя деньги число невозможно.,"ООО «Костин, Дьячкова и Фокина»",2025-07-30,3,2025-07-30 16:07:43
1631,1194,2025-10-26 00:00:42,credit,462449.49,KZT,Соответствие разнообразный адвокат лететь.,ООО «Иванов Буров»,2025-10-26,6,2025-10-26 00:00:42
1632,55,2025-11-16 15:49:57,credit,425902.41,KZT,Затянуться лететь сынок.,ЗАО «Назаров»,2025-11-16,7,2025-11-16 15:49:57
1633,1118,2025-12-25 21:51:17,transfer,207797.52,KZT,Грудь вскакивать другой обида.,НПО «Герасимова Тихонова»,2025-12-25,1,2025-12-25 21:51:17
1634,637,2025-09-24 09:15:39,debit,451052.31,KZT,Следовательно песня народ стакан пятеро.,"ООО «Мамонтова, Молчанов и Рогов»",2025-09-24,10,2025-09-24 09:15:39
1635,35,2025-11-05 03:55:19,transfer,133347.99,KZT,Разуметься применяться собеседник спорт стакан.,"ЗАО «Доронин, Корнилов и Ильин»",2025-11-05,9,2025-11-05 03:55:19
1636,1051,2025-12-15 19:14:08,credit,181298.08,KZT,Зато стакан а.,Зуева Лтд,2025-12-15,10,2025-12-15 19:14:08
1637,304,2025-10-14 13:47:41,credit,242889.39,KZT,Команда наткнуться дьявол теория.,Эркафарм,2025-10-14,4,2025-10-14 13:47:41
1638,283,2025-08-28 12:26:16,transfer,131828.09,KZT,Тусклый сверкать рассуждение.,Никитин Групп,2025-08-28,2,2025-08-28 12:26:16
1639,887,2025-12-08 07:16:41,debit,422223.6,KZT,Привлекать проход пропасть.,ООО «Шарапова-Некрасов»,2025-12-08,8,2025-12-08 07:16:41
1640,671,2025-12-08 16:20:56,credit,467101.62,KZT,Поздравлять ленинград дошлый.,АО «Кондратьева-Веселова»,2025-12-08,8,2025-12-08 16:20:56
1641,540,2025-12-18 12:00:31,transfer,213423.93,KZT,Конструкция порог.,"АО «Лыткина, Васильева и Герасимов»",2025-12-18,2,2025-12-18 12:00:31
1642,1368,2025-12-17 13:41:01,transfer,465478.58,KZT,Правление уничтожение покидать развитый сравнение.,ООО «Казаков»,2025-12-17,8,2025-12-17 13:41:01
1643,1208,2025-11-05 00:35:56,transfer,80465.09,KZT,Руководитель магазин передо сравнение зарплата.,АО «Ширяев Блохин»,2025-11-05,1,2025-11-05 00:35:56
1644,1103,2025-08-03 16:56:56,credit,46054.82,KZT,Заплакать легко.,ГК Орими Трэйд,2025-08-03,10,2025-08-03 16:56:56
1645,175,2025-07-11 15:03:05,debit,302138.37,KZT,Полностью чувство.,"ООО «Маслов, Фомина и Быкова»",2025-07-11,8,2025-07-11 15:03:05
1646,512,2025-10-30 17:42:35,debit,116785.38,KZT,Увеличиваться соответствие ведь.,ЗАО «Фомина»,2025-10-30,7,2025-10-30 17:42:35
1647,1152,2025-10-17 02:02:27,credit,381470.97,KZT,Покинуть дурацкий о руководитель танцевать.,ИП «Рожков-Матвеева»,2025-10-17,5,2025-10-17 02:02:27
1648,1423,2025-12-15 15:35:50,credit,61884.06,KZT,Сутки роскошный.,АО «Самсонова Антонова»,2025-12-15,1,2025-12-15 15:35:50
1649,1071,2025-08-09 12:56:44,credit,180722.43,KZT,Госпожа сомнительный триста умирать.,"ЗАО «Сергеева, Селиверстова и Бобров»",2025-08-09,3,2025-08-09 12:56:44
1650,1468,2025-12-13 09:29:20,credit,91388.49,KZT,Мучительно райком неожиданно.,Московская инженерно-строительная компания,2025-12-13,6,2025-12-13 09:29:20
1651,778,2025-07-13 10:18:46,credit,475847.61,KZT,Следовательно домашний грустный.,Доронина и партнеры,2025-07-13,3,2025-07-13 10:18:46
1652,1180,2025-08-10 14:27:05,transfer,271487.44,KZT,Зима бабочка выражаться невыносимый.,ОАО «Алексеева»,2025-08-10,6,2025-08-10 14:27:05
1653,1311,2025-07-31 21:56:09,credit,115611.7,KZT,Мотоцикл головка советовать исполнять миллиард.,РАО «Князева Елисеев»,2025-07-31,3,2025-07-31 21:56:09
1654,832,2025-10-16 10:14:48,debit,315134.98,KZT,Низкий головной ленинград радость.,Пестова Групп,2025-10-16,8,2025-10-16 10:14:48
1655,541,2025-10-10 22:43:35,transfer,363106.28,KZT,Присесть девка.,Нокиан Шина (Nokian),2025-10-10,6,2025-10-10 22:43:35
1656,983,2025-10-02 16:34:27,credit,365699.59,KZT,Господь даль материя ручей.,АО «Лихачев Колесникова»,2025-10-02,5,2025-10-02 16:34:27
1657,912,2025-07-07 17:17:55,credit,392076.43,KZT,Умирать карандаш.,ММС Рус (Mitsubishi Motors),2025-07-07,1,2025-07-07 17:17:55
1658,1302,2025-11-24 05:36:33,transfer,157568.05,KZT,Плод ярко сутки выгнать.,"ЗАО «Лобанова, Красильникова и Гурьева»",2025-11-24,4,2025-11-24 05:36:33
1659,819,2025-10-22 20:55:29,credit,111054.4,KZT,Актриса роса советовать каюта.,Лапина Лтд,2025-10-22,4,2025-10-22 20:55:29
1660,929,2025-10-10 12:25:58,credit,7786.32,KZT,Бровь пламя пол.,"АО «Соболева, Красильников и Рожков»",2025-10-10,9,2025-10-10 12:25:58
1661,1415,2025-11-20 05:44:23,credit,211789.47,KZT,Спалить рабочий сохранять.,ЗАО «Карпов Титов»,2025-11-20,7,2025-11-20 05:44:23
1662,410,2025-07-19 21:25:55,debit,342265.03,KZT,Июнь близко бегать покидать новый.,Эссити (Essity),2025-07-19,4,2025-07-19 21:25:55
1663,469,2025-10-08 10:41:40,credit,297532.13,KZT,Витрина пропаганда ныне дружно.,РАО «Лаврентьева-Савина»,2025-10-08,1,2025-10-08 10:41:40
1664,45,2025-08-05 04:13:15,transfer,190011.44,KZT,Непривычный мгновение.,ИП «Горшков-Гуляева»,2025-08-05,2,2025-08-05 04:13:15
1665,1147,2025-08-19 11:54:12,credit,474006.76,KZT,Каюта степь ставить.,НПО «Филатова-Ершов»,2025-08-19,9,2025-08-19 11:54:12
1666,560,2025-07-03 09:39:43,debit,261650.91,KZT,Ответить тысяча магазин важный.,РАО «Панов-Данилова»,2025-07-03,2,2025-07-03 09:39:43
1667,152,2025-07-08 04:29:38,transfer,408009.8,KZT,Приличный стакан возбуждение сынок.,"ОАО «Медведева, Дмитриева и Андреев»",2025-07-08,10,2025-07-08 04:29:38
1668,1119,2025-11-10 04:52:54,credit,469754.33,KZT,Поймать дружно ученый подземный рот.,НПО «Карпов-Зыков»,2025-11-10,1,2025-11-10 04:52:54
1669,1435,2025-07-04 13:41:25,transfer,230843.24,KZT,Поезд отъезд.,АО «Петрова-Лукина»,2025-07-04,5,2025-07-04 13:41:25
1670,1222,2025-12-09 00:26:09,credit,217887.57,KZT,Смеяться освободить крыса дремать написать.,"ЗАО «Горбунов, Корнилова и Агафонова»",2025-12-09,1,2025-12-09 00:26:09
1671,698,2025-08-11 05:27:22,credit,28919.08,KZT,Намерение успокоиться добиться.,Соллерс,2025-08-11,5,2025-08-11 05:27:22
1672,394,2025-10-31 04:00:43,debit,335357.62,KZT,Выразить роскошный заработать цепочка какой.,Владимиров Лтд,2025-10-31,6,2025-10-31 04:00:43
1673,364,2025-08-13 00:35:51,credit,256242.01,KZT,Четко разводить число степь.,Фармперспектива,2025-08-13,2,2025-08-13 00:35:51
1674,1066,2025-10-01 21:01:37,credit,162979.51,KZT,Иной жить второй.,ЗАО «Соколова Григорьев»,2025-10-01,5,2025-10-01 21:01:37
1675,1463,2025-07-26 01:42:10,credit,328060.89,KZT,Зима освободить.,"ИП «Кононова, Родионов и Пестова»",2025-07-26,1,2025-07-26 01:42:10
1676,521,2025-11-22 14:22:18,debit,332106.04,KZT,Миллиард возникновение ремень пасть.,ОАО «Белов-Якушев»,2025-11-22,8,2025-11-22 14:22:18
1677,1080,2025-12-15 10:14:16,credit,263524.91,KZT,Интеллектуальный возбуждение угол белье степь.,"АО «Сафонова, Исаева и Ильин»",2025-12-15,2,2025-12-15 10:14:16
1678,1193,2025-09-01 09:00:01,credit,243865.48,KZT,Лететь зима изучить возникновение за.,РАО «Рожков-Герасимова»,2025-09-01,9,2025-09-01 09:00:01
1679,103,2025-12-18 15:27:01,debit,479509.11,KZT,Сутки встать палата.,РАО «Ефремов Зыкова»,2025-12-18,6,2025-12-18 15:27:01
1680,177,2025-10-21 04:21:41,credit,436131.38,KZT,Предоставить степь термин секунда полюбить.,ЗАО «Брагин»,2025-10-21,4,2025-10-21 04:21:41
1681,37,2025-09-12 04:26:06,credit,418980.19,KZT,Провал табак некоторый домашний.,НПО «Галкин-Голубев»,2025-09-12,10,2025-09-12 04:26:06
1682,478,2025-11-22 06:31:21,debit,454443.19,KZT,Точно угол идея.,Восточная горнорудная компания,2025-11-22,8,2025-11-22 06:31:21
1683,1358,2025-11-26 22:03:27,credit,74228.59,KZT,Написать еврейский правильный сверкать.,"НПО «Мишин, Рожкова и Кулагина»",2025-11-26,2,2025-11-26 22:03:27
1684,842,2025-09-04 03:52:17,credit,336677.87,KZT,Факультет каюта полностью.,"ЗАО «Юдина, Журавлева и Смирнова»",2025-09-04,3,2025-09-04 03:52:17
1685,1335,2025-11-23 10:33:14,transfer,27286.21,KZT,Возмутиться банда сынок премьера.,Ферреро Руссия (Ferrero),2025-11-23,8,2025-11-23 10:33:14
1686,86,2025-11-17 17:55:17,credit,327819.91,KZT,Приходить около.,"АО «Ларионова, Ефремова и Пестова»",2025-11-17,6,2025-11-17 17:55:17
1687,593,2025-07-27 02:56:25,credit,180945.79,KZT,Ягода роса развитый.,Объединенная судостроительная корпорация,2025-07-27,10,2025-07-27 02:56:25
1688,534,2025-07-27 13:46:00,transfer,279769.1,KZT,Проход уронить услать.,Тимофеев Лтд,2025-07-27,4,2025-07-27 13:46:00
1689,999,2025-07-31 17:45:37,credit,324339.5,KZT,Кольцо угроза товар.,ОАО «Родионова»,2025-07-31,2,2025-07-31 17:45:37
1690,1468,2025-07-05 21:46:36,debit,297370.82,KZT,Разуметься вскинуть ребятишки.,РАО «Гусев-Сафонова»,2025-07-05,10,2025-07-05 21:46:36
1691,879,2025-08-28 20:02:10,credit,12050.22,KZT,Триста дружно.,ОПХ (Heineken),2025-08-28,1,2025-08-28 20:02:10
1692,741,2025-11-04 15:26:28,credit,386403.03,KZT,Дремать другой художественный.,ИП «Максимов-Трофимов»,2025-11-04,6,2025-11-04 15:26:28
1693,994,2025-09-27 19:44:05,debit,315162.26,KZT,Функция за изба цель.,"ИП «Кондратьев, Котова и Воронцова»",2025-09-27,8,2025-09-27 19:44:05
1694,640,2025-09-16 00:21:00,debit,498364.13,KZT,Человечек руководитель около.,ОАО «Фадеев Суворов»,2025-09-16,1,2025-09-16 00:21:00
1695,940,2025-07-04 03:16:20,credit,267681.67,KZT,Крыса ход выражение.,ГК Агропромкомплектация,2025-07-04,2,2025-07-04 03:16:20
1696,896,2025-07-30 16:57:21,transfer,332189.47,KZT,Плясать мальчишка страсть жидкий очутиться.,АО «Савельева»,2025-07-30,2,2025-07-30 16:57:21
1697,71,2025-07-18 02:24:02,transfer,42486.15,KZT,Тесно еврейский научить.,РАО «Аксенов-Михайлов»,2025-07-18,10,2025-07-18 02:24:02
1698,80,2025-10-09 10:24:18,credit,159667.16,KZT,Князь факультет подземный.,ООО «Гришина-Овчинникова»,2025-10-09,8,2025-10-09 10:24:18
1699,824,2025-09-17 04:02:40,debit,232194.28,KZT,Роса грустный мимо.,Нефтехимремстрой,2025-09-17,6,2025-09-17 04:02:40
1700,599,2025-11-22 03:01:39,credit,454715.34,KZT,Костер район изредка.,"ООО «Меркушев, Овчинникова и Вишнякова»",2025-11-22,8,2025-11-22 03:01:39
1701,638,2025-11-10 02:17:18,transfer,36084.3,KZT,Один намерение сходить похороны понятный.,МегаФон,2025-11-10,6,2025-11-10 02:17:18
1702,470,2025-10-13 08:27:21,transfer,311190.23,KZT,Эпоха сходить изучить ремень.,Метрострой,2025-10-13,6,2025-10-13 08:27:21
1703,226,2025-08-03 02:46:18,credit,303293.59,KZT,Прощение кпсс вздрагивать.,"ООО «Мельников, Сорокина и Суханов»",2025-08-03,5,2025-08-03 02:46:18
1704,552,2025-07-31 20:03:22,transfer,242330.25,KZT,Тута руководитель зима.,Нижфарм (Nidda Midco),2025-07-31,3,2025-07-31 20:03:22
1705,1496,2025-12-18 05:25:02,debit,309364.87,KZT,Бабочка подземный.,ЗАО «Исаева»,2025-12-18,9,2025-12-18 05:25:02
1706,257,2025-09-18 22:50:08,debit,212746.84,KZT,Рассуждение роскошный.,Кудрявцева Инкорпорэйтед,2025-09-18,5,2025-09-18 22:50:08
1707,894,2025-07-28 18:04:36,transfer,103669.16,KZT,Увеличиваться столетие некоторый свежий.,ОАО «Крюкова Громова»,2025-07-28,3,2025-07-28 18:04:36
1708,1027,2025-07-12 19:00:38,credit,262658.29,KZT,Висеть пятеро спасть секунда.,ИП «Александрова-Гусев»,2025-07-12,4,2025-07-12 19:00:38
1709,399,2025-11-19 23:24:37,credit,66012.79,KZT,Пасть разнообразный.,ИП «Одинцова-Логинова»,2025-11-19,3,2025-11-19 23:24:37
1710,315,2025-09-28 08:18:27,transfer,78550.82,KZT,Протягивать исследование низкий посвятить.,Сибирская горно-металлургическая компания,2025-09-28,7,2025-09-28 08:18:27
1711,1316,2025-09-24 21:37:17,credit,135706.49,KZT,Ломать вздрагивать салон.,Котова и партнеры,2025-09-24,6,2025-09-24 21:37:17
1712,609,2025-12-02 02:29:29,debit,449496.84,KZT,Мгновение горький холодно сынок собеседник.,РАО «Фролова-Беляев»,2025-12-02,4,2025-12-02 02:29:29
1713,1275,2025-10-31 05:22:05,credit,373416.02,KZT,Интернет торопливый совещание вскакивать выкинуть.,Авдеева Групп,2025-10-31,5,2025-10-31 05:22:05
