history_id,customer_id,segment,valid_from,valid_to,reason
647,497,mass,2025-09-05,2027-07-26,onboarding
648,498,wealth,2025-09-15,,onboarding
649,498,mass,2025-09-15,2027-06-25,income_growth
650,499,mass,2025-12-23,,onboarding
651,499,mass,2025-12-23,2027-08-26,annual_review
652,500,mass,2025-04-27,,onboarding
653,500,mass,2025-04-27,2026-04-27,churn_risk
654,501,mass,2023-08-20,,onboarding
655,501,mass,2023-08-20,2024-11-13,onboarding
656,502,mass,2025-06-22,,onboarding
657,503,wealth,2025-08-07,,onboarding
658,504,premium,2025-12-20,,onboarding
659,504,mass,2025-12-20,2027-06-05,churn_risk
660,505,premium,2025-05-23,,onboarding
661,506,mass,2025-07-06,,onboarding
662,507,wealth,2025-06-09,,onboarding
663,507,mass,2025-06-09,2027-07-10,churn_risk
664,508,premium,2024-12-29,,onboarding
665,509,mass,2023-12-28,,onboarding
666,509,premium,2023-12-28,2024-07-07,churn_risk
667,510,wealth,2025-05-02,,onboarding
668,510,premium,2025-05-02,2025-07-11,onboarding
669,511,mass,2025-03-24,,onboarding
670,512,mass,2025-02-03,,onboarding
671,512,mass,2025-02-03,2025-10-25,vip_offer
672,513,mass,2025-03-29,,onboarding
673,514,mass,2025-05-13,,onboarding
674,515,mass,2023-09-19,,onboarding
675,516,mass,2025-07-15,,onboarding
676,516,mass,2025-07-15,2027-08-03,onboarding
677,517,premium,2024-11-19,,onboarding
678,517,mass,2024-11-19,2026-03-14,onboarding
679,518,mass,2025-09-04,,onboarding
680,518,premium,2025-09-04,2026-08-19,onboarding
681,519,mass,2023-12-10,,onboarding
682,520,wealth,2023-07-12,,onboarding
683,520,mass,2023-07-12,2025-09-11,onboarding
684,521,mass,2025-09-19,,onboarding
685,522,mass,2025-08-01,,onboarding
686,522,premium,2025-08-01,2026-01-27,income_growth
687,523,mass,2023-06-12,,onboarding
688,524,premium,2024-09-09,,onboarding
689,525,wealth,2025-08-11,,onboarding
690,526,mass,2024-10-24,,onboarding
691,527,wealth,2024-06-20,,onboarding
692,528,mass,2024-04-10,,onboarding
693,529,mass,2025-01-23,,onboarding
694,530,wealth,2023-09-28,,onboarding
695,531,premium,2023-09-11,,onboarding
696,532,mass,2024-11-25,,onboarding
697,533,mass,2025-12-21,,onboarding
698,534,mass,2024-12-10,,onboarding
699,535,wealth,2023-05-19,,onboarding
700,535,mass,2023-05-19,2024-04-27,churn_risk
701,536,wealth,2023-11-10,,onboarding
702,537,premium,2024-05-13,,onboarding
703,538,wealth,2024-12-30,,onboarding
704,539,mass,2024-01-10,,onboarding
705,539,premium,2024-01-10,2024-03-30,onboarding
706,540,mass,2025-06-08,,onboarding
707,541,premium,2023-07-06,,onboarding
708,542,premium,2024-06-13,,onboarding
709,543,mass,2023-11-26,,onboarding
710,543,premium,2023-11-26,2026-01-08,income_growth
711,544,mass,2025-10-13,,onboarding
712,544,mass,2025-10-13,2026-10-01,annual_review
713,545,mass,2024-01-08,,onboarding
714,545,premium,2024-01-08,2024-12-06,vip_offer
715,546,premium,2025-03-21,,onboarding
716,546,premium,2025-03-21,2025-11-08,income_growth
717,547,mass,2023-06-13,,onboarding
718,547,premium,2023-06-13,2024-07-20,income_growth
719,548,mass,2023-08-04,,onboarding
720,549,mass,2025-11-21,,onboarding
721,550,mass,2024-11-07,,onboarding
722,550,mass,2024-11-07,2025-06-24,vip_offer
723,551,mass,2024-01-30,,onboarding
724,552,premium,2024-07-25,,onboarding
725,553,wealth,2025-11-15,,onboarding
726,554,mass,2023-04-24,,onboarding
727,554,mass,2023-04-24,2024-08-24,annual_review
728,555,wealth,2025-05-08,,onboarding
729,556,mass,2023-10-27,,onboarding
730,556,premium,2023-10-27,2024-06-20,income_growth
731,557,premium,2023-11-08,,onboarding
732,558,wealth,2023-06-26,,onboarding
733,559,wealth,2023-06-27,,onboarding
734,559,mass,2023-06-27,2023-08-29,annual_review
735,560,mass,2024-12-02,,onboarding
736,561,mass,2024-04-19,,onboarding
737,562,premium,2023-12-12,,onboarding
738,563,premium,2025-01-30,,onboarding
739,564,mass,2025-08-12,,onboarding
740,565,premium,2024-01-03,,onboarding
741,566,wealth,2025-03-03,,onboarding
742,566,premium,2025-03-03,2026-02-11,income_growth
743,567,mass,2024-01-27,,onboarding
744,568,wealth,2024-09-28,,onboarding
745,569,wealth,2024-02-29,,onboarding
746,569,mass,2024-02-29,2025-12-15,income_growth
747,570,premium,2023-10-12,,onboarding
748,571,premium,2025-12-10,,onboarding
749,571,premium,2025-12-10,2026-03-31,vip_offer
750,572,mass,2025-03-07,,onboarding
751,573,wealth,2024-09-29,,onboarding
752,574,premium,2025-04-16,,onboarding
753,575,mass,2023-06-01,,onboarding
754,575,mass,2023-06-01,2024-11-08,annual_review
755,576,mass,2025-09-01,,onboarding
756,577,mass,2025-07-15,,onboarding
757,578,mass,2025-01-11,,onboarding
758,578,premium,2025-01-11,2025-05-03,churn_risk
759,579,mass,2025-08-23,,onboarding
760,580,mass,2023-07-19,,onboarding
761,580,premium,2023-07-19,2025-07-15,vip_offer
762,581,mass,2023-04-27,,onboarding
763,582,mass,2024-12-04,,onboarding
764,582,premium,2024-12-04,2026-05-26,income_growth
765,583,wealth,2025-03-25,,onboarding
766,584,premium,2023-08-29,,onboarding
767,585,mass,2024-10-30,,onboarding
768,585,mass,2024-10-30,2026-01-09,vip_offer
769,586,mass,2025-01-15,,onboarding
770,587,premium,2023-08-26,,onboarding
771,587,premium,2023-08-26,2025-04-06,annual_review
772,588,mass,2024-08-16,,onboarding
773,589,wealth,2025-09-29,,onboarding
774,590,premium,2024-08-31,,onboarding
775,590,premium,2024-08-31,2026-10-12,income_growth
776,591,premium,2024-08-23,,onboarding
777,592,mass,2025-08-19,,onboarding
778,592,premium,2025-08-19,2026-09-25,onboarding
779,593,mass,2025-07-26,,onboarding
780,594,wealth,2023-10-31,,onboarding
781,595,mass,2023-06-08,,onboarding
782,596,mass,2024-09-10,,onboarding
783,597,mass,2024-04-21,,onboarding
784,597,mass,2024-04-21,2025-06-27,churn_risk
785,598,mass,2024-10-11,,onboarding
786,599,mass,2024-04-29,,onboarding
787,600,wealth,2024-12-14,,onboarding
788,601,mass,2024-05-25,,onboarding
789,601,mass,2024-05-25,2025-10-21,vip_offer
790,602,premium,2025-12-25,,onboarding
791,603,premium,2024-06-24,,onboarding
792,604,mass,2025-10-06,,onboarding
793,604,mass,2025-10-06,2027-01-14,churn_risk
794,605,mass,2024-12-08,,onboarding
795,606,premium,2024-02-19,,onboarding
796,607,premium,2024-12-03,,onboarding
797,607,premium,2024-12-03,2026-05-29,onboarding
798,608,premium,2023-12-01,,onboarding
799,609,mass,2024-01-30,,onboarding
800,609,mass,2024-01-30,2025-06-03,churn_risk
801,610,premium,2023-04-25,,onboarding
802,611,premium,2023-10-16,,onboarding
803,612,premium,2023-11-16,,onboarding
804,613,mass,2023-12-31,,onboarding
805,613,mass,2023-12-31,2025-11-19,onboarding
806,614,mass,2023-04-10,,onboarding
807,615,mass,2024-04-16,,onboarding
808,616,premium,2024-06-12,,onboarding
809,617,mass,2025-09-28,,onboarding
810,618,mass,2025-10-06,,onboarding
811,618,premium,2025-10-06,2027-10-28,annual_review
812,619,mass,2024-08-13,,onboarding
813,620,mass,2025-07-16,,onboarding
814,620,premium,2025-07-16,2026-04-12,annual_review
815,621,wealth,2024-05-25,,onboarding
816,622,wealth,2025-02-20,,onboarding
817,623,mass,2024-02-22,,onboarding
818,624,wealth,2024-01-26,,onboarding
819,625,premium,2024-05-22,,onboarding
820,626,mass,2024-09-07,,onboarding
821,627,premium,2023-04-23,,onboarding
822,628,premium,2023-11-06,,onboarding
823,629,wealth,2025-12-11,,onboarding
824,630,mass,2025-06-28,,onboarding
825,631,mass,2023-08-29,,onboarding
826,632,mass,2023-05-12,,onboarding
827,633,mass,2023-05-07,,onboarding
828,634,mass,2023-11-11,,onboarding
829,634,premium,2023-11-11,2025-08-16,income_growth
830,635,mass,2024-11-12,,onboarding
831,635,mass,2024-11-12,2026-12-23,churn_risk
832,636,premium,2025-09-27,,onboarding
833,636,premium,2025-09-27,2027-11-12,onboarding
834,637,mass,2024-08-28,,onboarding
835,638,mass,2023-11-13,,onboarding
836,639,mass,2024-08-22,,onboarding
837,640,mass,2024-02-20,,onboarding
838,640,premium,2024-02-20,2024-11-16,income_growth
839,641,mass,2023-04-16,,onboarding
840,642,premium,2024-12-12,,onboarding
841,643,wealth,2025-02-04,,onboarding
842,644,premium,2024-11-25,,onboarding
843,644,mass,2024-11-25,2026-05-24,income_growth
844,645,premium,2023-11-01,,onboarding
845,646,premium,2023-07-17,,onboarding
846,647,wealth,2023-08-21,,onboarding
847,647,mass,2023-08-21,2025-09-08,annual_review
848,648,mass,2024-04-18,,onboarding
849,649,wealth,2024-05-22,,onboarding
850,650,wealth,2023-04-09,,onboarding
851,651,wealth,2024-04-08,,onboarding
852,652,wealth,2023-04-23,,onboarding
853,653,mass,2024-07-03,,onboarding
854,654,mass,2025-04-23,,onboarding
855,655,premium,2023-09-30,,onboarding
856,655,mass,2023-09-30,2025-03-17,onboarding
857,656,mass,2023-12-24,,onboarding
858,657,mass,2025-10-26,,onboarding
859,658,wealth,2025-08-05,,onboarding
860,658,premium,2025-08-05,2026-08-15,annual_review
861,659,mass,2023-12-15,,onboarding
862,659,premium,2023-12-15,2025-10-06,vip_offer
863,660,mass,2025-06-08,,onboarding
864,660,mass,2025-06-08,2027-08-12,annual_review
865,661,wealth,2023-08-04,,onboarding
866,662,wealth,2023-05-18,,onboarding
867,663,wealth,2023-05-09,,onboarding
868,663,mass,2023-05-09,2025-05-28,income_growth
869,664,mass,2023-06-11,,onboarding
870,665,mass,2025-02-20,,onboarding
871,666,mass,2023-04-18,,onboarding
872,667,mass,2025-11-14,,onboarding
873,668,premium,2023-07-11,,onboarding
874,668,premium,2023-07-11,2024-09-10,annual_review
875,669,premium,2025-11-18,,onboarding
876,670,mass,2025-09-10,,onboarding
877,671,premium,2023-12-05,,onboarding
878,671,premium,2023-12-05,2025-10-08,income_growth
879,672,mass,2025-07-27,,onboarding
880,672,premium,2025-07-27,2027-03-30,churn_risk
881,673,mass,2024-04-06,,onboarding
882,673,premium,2024-04-06,2025-02-24,annual_review
883,674,mass,2023-05-16,,onboarding
884,675,mass,2023-04-19,,onboarding
885,676,premium,2024-10-02,,onboarding
886,676,premium,2024-10-02,2026-10-06,income_growth
887,677,premium,2025-08-08,,onboarding
888,678,premium,2025-03-26,,onboarding
889,679,mass,2025-12-09,,onboarding
890,680,mass,2025-02-23,,onboarding
891,681,mass,2025-08-14,,onboarding
892,682,mass,2024-03-31,,onboarding
893,682,mass,2024-03-31,2025-07-28,churn_risk
894,683,mass,2025-06-17,,onboarding
895,684,mass,2023-07-22,,onboarding
896,685,wealth,2024-08-17,,onboarding
897,686,premium,2023-07-30,,onboarding
898,687,mass,2023-12-26,,onboarding
899,688,premium,2025-10-10,,onboarding
900,689,mass,2024-10-20,,onboarding
901,690,mass,2025-02-07,,onboarding
902,691,wealth,2024-01-23,,onboarding
903,692,mass,2024-12-21,,onboarding
904,693,mass,2024-10-13,,onboarding
905,694,wealth,2024-04-13,,onboarding
906,695,wealth,2024-05-18,,onboarding
907,695,premium,2024-05-18,2026-05-14,vip_offer
908,696,mass,2025-10-08,,onboarding
909,697,mass,2024-06-03,,onboarding
910,698,mass,2024-01-13,,onboarding
911,699,mass,2024-01-07,,onboarding
912,699,mass,2024-01-07,2025-02-06,onboarding
913,700,mass,2024-03-11,,onboarding
914,700,premium,2024-03-11,2024-06-26,onboarding
915,701,mass,2023-11-23,,onboarding
916,702,mass,2024-08-27,,onboarding
917,703,mass,2025-05-31,,onboarding
918,704,wealth,2025-01-22,,onboarding
919,705,mass,2023-08-31,,onboarding
920,705,premium,2023-08-31,2023-12-18,income_growth
921,706,mass,2024-09-18,,onboarding
922,706,mass,2024-09-18,2026-05-01,onboarding
923,707,premium,2025-09-22,,onboarding
924,708,mass,2023-07-13,,onboarding
925,709,wealth,2024-11-03,,onboarding
926,710,premium,2023-10-12,,onboarding
927,711,mass,2025-01-09,,onboarding
928,712,mass,2024-04-26,,onboarding
929,712,premium,2024-04-26,2025-04-27,annual_review
930,713,premium,2023-12-04,,onboarding
931,714,mass,2023-08-29,,onboarding
932,715,premium,2025-08-29,,onboarding
933,716,mass,2024-02-04,,onboarding
934,716,mass,2024-02-04,2025-09-14,annual_review
935,717,mass,2024-08-31,,onboarding
936,718,wealth,2024-05-02,,onboarding
937,719,mass,2024-04-24,,onboarding
938,720,premium,2025-09-18,,onboarding
939,720,premium,2025-09-18,2027-08-25,vip_offer
940,721,mass,2025-10-25,,onboarding
941,721,premium,2025-10-25,2027-06-29,onboarding
942,722,mass,2024-05-13,,onboarding
943,723,mass,2024-02-20,,onboarding
944,724,premium,2023-08-24,,onboarding
945,724,premium,2023-08-24,2024-02-12,income_growth
946,725,wealth,2025-04-27,,onboarding
947,726,premium,2023-06-03,,onboarding
948,727,mass,2025-04-17,,onboarding
949,727,mass,2025-04-17,2026-12-11,income_growth
950,728,mass,2023-11-05,,onboarding
951,729,wealth,2025-06-26,,onboarding
952,729,mass,2025-06-26,2026-12-05,onboarding
953,730,wealth,2023-05-18,,onboarding
954,731,premium,2024-06-17,,onboarding
955,732,mass,2023-08-23,,onboarding
956,733,mass,2025-04-27,,onboarding
957,734,wealth,2025-12-07,,onboarding
958,735,mass,2025-02-12,,onboarding
959,736,mass,2023-12-20,,onboarding
960,736,mass,2023-12-20,2025-01-16,annual_review
961,737,premium,2024-01-06,,onboarding
962,738,premium,2025-03-10,,onboarding
963,739,mass,2025-01-31,,onboarding
964,740,wealth,2025-07-18,,onboarding
965,741,mass,2023-11-22,,onboarding
966,742,mass,2024-10-11,,onboarding
967,743,mass,2025-04-23,,onboarding
968,744,mass,2023-05-31,,onboarding
969,744,mass,2023-05-31,2023-08-10,vip_offer
970,745,mass,2023-07-10,,onboarding
971,746,mass,2025-09-26,,onboarding
972,747,premium,2023-10-17,,onboarding
973,747,mass,2023-10-17,2025-10-19,vip_offer
974,748,mass,2024-02-16,,onboarding
975,748,mass,2024-02-16,2025-12-06,onboarding
976,749,wealth,2024-06-10,,onboarding
977,750,mass,2024-11-10,,onboarding
978,750,mass,2024-11-10,2026-04-23,vip_offer
979,751,mass,2024-05-02,,onboarding
980,751,mass,2024-05-02,2026-01-16,vip_offer
981,752,mass,2024-02-17,,onboarding
982,753,premium,2023-09-01,,onboarding
983,754,premium,2024-10-28,,onboarding
984,755,mass,2024-10-11,,onboarding
985,756,mass,2023-10-20,,onboarding
986,756,premium,2023-10-20,2025-10-13,churn_risk
987,757,mass,2025-04-29,,onboarding
988,757,premium,2025-04-29,2026-03-03,churn_risk
989,758,mass,2024-07-05,,onboarding
990,759,premium,2024-09-01,,onboarding
991,760,mass,2023-05-01,,onboarding
992,761,premium,2023-10-24,,onboarding
993,762,wealth,2024-10-31,,onboarding
994,763,mass,2023-04-17,,onboarding
995,763,premium,2023-04-17,2024-03-03,annual_review
996,764,mass,2025-10-27,,onboarding
997,765,mass,2023-10-30,,onboarding
998,766,premium,2024-03-06,,onboarding
999,767,mass,2025-04-23,,onboarding
1000,768,wealth,2024-11-09,,onboarding
1001,769,mass,2025-03-22,,onboarding
1002,769,mass,2025-03-22,2026-01-24,churn_risk
1003,770,mass,2025-03-30,,onboarding
1004,771,mass,2024-03-25,,onboarding
1005,771,mass,2024-03-25,2024-09-22,vip_offer
1006,772,mass,2024-04-12,,onboarding
1007,773,mass,2024-01-23,,onboarding
1008,774,mass,2023-09-03,,onboarding
1009,775,mass,2023-07-24,,onboarding
1010,775,premium,2023-07-24,2024-07-01,churn_risk
1011,776,wealth,2023-11-04,,onboarding
1012,777,mass,2024-12-02,,onboarding
1013,778,mass,2024-03-28,,onboarding
1014,779,mass,2025-09-23,,onboarding
1015,779,mass,2025-09-23,2026-12-17,churn_risk
1016,780,mass,2024-11-03,,onboarding
1017,781,mass,2024-04-13,,onboarding
1018,782,mass,2023-05-28,,onboarding
1019,783,mass,2025-03-03,,onboarding
1020,784,premium,2025-11-25,,onboarding
1021,784,mass,2025-11-25,2026-06-05,vip_offer
1022,785,mass,2023-09-04,,onboarding
1023,786,mass,2023-10-07,,onboarding
1024,787,premium,2025-04-27,,onboarding
1025,788,mass,2023-12-23,,onboarding
1026,789,wealth,2025-10-07,,onboarding
1027,790,mass,2025-10-04,,onboarding
1028,791,premium,2025-12-28,,onboarding
1029,791,mass,2025-12-28,2026-11-15,income_growth
1030,792,mass,2023-09-11,,onboarding
1031,793,mass,2025-03-31,,onboarding
1032,794,wealth,2024-07-07,,onboarding
1033,794,premium,2024-07-07,2026-04-05,annual_review
1034,795,mass,2023-12-22,,onboarding
1035,795,premium,2023-12-22,2025-04-21,churn_risk
1036,796,premium,2025-01-16,,onboarding
1037,796,premium,2025-01-16,2026-10-20,annual_review
1038,797,mass,2024-06-09,,onboarding
1039,798,mass,2025-06-15,,onboarding
1040,798,premium,2025-06-15,2026-09-04,annual_review
1041,799,premium,2024-08-13,,onboarding
1042,800,premium,2025-12-20,,onboarding
1043,801,mass,2023-04-22,,onboarding
1044,802,mass,2025-05-08,,onboarding
1045,803,premium,2024-01-18,,onboarding
1046,803,mass,2024-01-18,2024-10-24,vip_offer
1047,804,mass,2024-10-20,,onboarding
1048,805,mass,2023-06-25,,onboarding
1049,806,mass,2023-10-10,,onboarding
1050,807,premium,2024-04-19,,onboarding
1051,808,mass,2023-07-24,,onboarding
1052,809,premium,2025-03-04,,onboarding
1053,810,premium,2024-04-02,,onboarding
1054,811,mass,2024-03-05,,onboarding
1055,811,premium,2024-03-05,2024-05-16,vip_offer
1056,812,wealth,2024-11-10,,onboarding
1057,812,premium,2024-11-10,2026-06-30,income_growth
1058,813,wealth,2024-05-24,,onboarding
1059,813,premium,2024-05-24,2026-04-06,income_growth
1060,814,mass,2024-02-16,,onboarding
1061,814,mass,2024-02-16,2025-12-24,annual_review
1062,815,mass,2024-04-13,,onboarding
1063,816,mass,2025-12-13,,onboarding
1064,817,mass,2023-11-04,,onboarding
1065,818,mass,2025-12-20,,onboarding
1066,818,mass,2025-12-20,2027-04-06,onboarding
1067,819,mass,2025-10-15,,onboarding
1068,819,mass,2025-10-15,2026-10-06,vip_offer
1069,820,wealth,2023-09-01,,onboarding
1070,820,premium,2023-09-01,2024-12-12,income_growth
1071,821,premium,2025-04-07,,onboarding
1072,822,mass,2025-12-01,,onboarding
1073,823,mass,2023-08-03,,onboarding
1074,824,mass,2024-11-11,,onboarding
1075,825,mass,2023-10-20,,onboarding
1076,826,mass,2023-07-11,,onboarding
1077,827,mass,2024-11-26,,onboarding
1078,827,mass,2024-11-26,2025-11-12,annual_review
1079,828,mass,2024-07-31,,onboarding
1080,828,premium,2024-07-31,2025-01-28,onboarding
1081,829,mass,2024-02-20,,onboarding
1082,829,premium,2024-02-20,2025-03-15,income_growth
1083,830,mass,2025-08-09,,onboarding
1084,831,premium,2025-10-10,,onboarding
1085,832,mass,2025-09-17,,onboarding
1086,833,wealth,2024-03-27,,onboarding
1087,833,premium,2024-03-27,2026-03-16,vip_offer
1088,834,wealth,2025-02-19,,onboarding
1089,835,premium,2023-04-23,,onboarding
1090,836,premium,2023-11-16,,onboarding
1091,836,mass,2023-11-16,2024-11-13,onboarding
1092,837,mass,2024-06-27,,onboarding
1093,838,mass,2023-04-25,,onboarding
1094,839,premium,2023-10-04,,onboarding
1095,840,mass,2025-08-05,,onboarding
1096,840,mass,2025-08-05,2026-05-31,vip_offer
1097,841,mass,2023-09-28,,onboarding
1098,842,premium,2025-07-20,,onboarding
1099,842,premium,2025-07-20,2026-11-28,churn_risk
1100,843,mass,2024-12-07,,onboarding
1101,844,premium,2025-10-27,,onboarding
1102,845,premium,2023-12-11,,onboarding
1103,846,mass,2025-08-27,,onboarding
1104,846,premium,2025-08-27,2026-03-03,annual_review
1105,847,mass,2025-12-28,,onboarding
1106,848,premium,2023-09-21,,onboarding
1107,849,mass,2025-01-07,,onboarding
1108,850,wealth,2024-03-10,,onboarding
1109,851,mass,2024-02-20,,onboarding
1110,852,mass,2023-12-12,,onboarding
1111,853,mass,2024-09-29,,onboarding
1112,854,mass,2023-10-27,,onboarding
1113,855,wealth,2023-08-23,,onboarding
1114,855,mass,2023-08-23,2024-01-17,churn_risk
1115,856,mass,2025-05-10,,onboarding
1116,857,premium,2024-12-25,,onboarding
1117,857,mass,2024-12-25,2026-05-28,annual_review
1118,858,mass,2025-04-07,,onboarding
1119,859,wealth,2024-12-16,,onboarding
1120,859,premium,2024-12-16,2026-09-22,vip_offer
1121,860,mass,2025-06-01,,onboarding
1122,861,mass,2023-07-25,,onboarding
1123,861,premium,2023-07-25,2023-09-29,vip_offer
1124,862,premium,2025-07-04,,onboarding
1125,862,premium,2025-07-04,2027-01-17,vip_offer
1126,863,mass,2023-05-31,,onboarding
1127,863,mass,2023-05-31,2024-06-19,income_growth
1128,864,premium,2023-11-18,,onboarding
1129,865,premium,2024-02-16,,onboarding
1130,866,wealth,2024-05-05,,onboarding
1131,867,mass,2025-05-29,,onboarding
1132,868,mass,2024-07-21,,onboarding
1133,869,mass,2023-06-22,,onboarding
1134,869,mass,2023-06-22,2025-01-10,churn_risk
1135,870,mass,2023-11-15,,onboarding
1136,871,premium,2023-09-04,,onboarding
1137,872,mass,2024-05-17,,onboarding
1138,872,premium,2024-05-17,2024-09-17,income_growth
1139,873,mass,2025-01-23,,onboarding
1140,874,premium,2023-05-17,,onboarding
1141,875,mass,2025-04-02,,onboarding
1142,876,mass,2024-05-09,,onboarding
1143,876,mass,2024-05-09,2024-12-05,vip_offer
1144,877,wealth,2024-11-15,,onboarding
1145,878,mass,2023-08-18,,onboarding
1146,879,mass,2025-03-27,,onboarding
1147,880,mass,2025-02-14,,onboarding
1148,881,mass,2025-01-05,,onboarding
1149,882,mass,2024-12-07,,onboarding
1150,883,mass,2025-11-09,,onboarding
1151,883,premium,2025-11-09,2026-02-18,income_growth
1152,884,mass,2024-10-21,,onboarding
1153,884,mass,2024-10-21,2025-10-16,vip_offer
1154,885,mass,2025-07-19,,onboarding
1155,885,premium,2025-07-19,2026-07-07,annual_review
1156,886,wealth,2024-12-14,,onboarding
1157,887,mass,2024-10-02,,onboarding
1158,888,mass,2023-07-27,,onboarding
1159,889,premium,2025-04-14,,onboarding
1160,889,premium,2025-04-14,2025-10-22,income_growth
1161,890,mass,2023-06-22,,onboarding
1162,891,mass,2023-04-20,,onboarding
1163,891,mass,2023-04-20,2025-05-27,churn_risk
1164,892,wealth,2024-07-21,,onboarding
1165,893,wealth,2024-08-31,,onboarding
1166,893,mass,2024-08-31,2026-02-24,onboarding
1167,894,premium,2023-09-29,,onboarding
1168,895,wealth,2025-05-06,,onboarding
1169,896,mass,2024-03-09,,onboarding
1170,897,mass,2023-07-04,,onboarding
1171,898,mass,2024-12-03,,onboarding
1172,898,mass,2024-12-03,2026-12-06,income_growth
1173,899,mass,2023-07-27,,onboarding
1174,900,mass,2023-06-20,,onboarding
1175,901,premium,2025-09-19,,onboarding
1176,901,premium,2025-09-19,2026-12-15,income_growth
1177,902,mass,2024-11-28,,onboarding
1178,903,mass,2023-08-19,,onboarding
1179,903,mass,2023-08-19,2025-05-11,vip_offer
1180,904,wealth,2023-11-12,,onboarding
1181,905,mass,2025-03-18,,onboarding
1182,906,premium,2024-02-02,,onboarding
1183,907,premium,2024-11-06,,onboarding
1184,907,mass,2024-11-06,2025-11-29,churn_risk
1185,908,mass,2024-01-25,,onboarding
1186,908,premium,2024-01-25,2026-02-08,vip_offer
1187,909,mass,2024-04-14,,onboarding
1188,909,mass,2024-04-14,2025-07-25,onboarding
1189,910,wealth,2025-10-19,,onboarding
1190,911,wealth,2024-11-02,,onboarding
1191,912,mass,2025-05-26,,onboarding
1192,912,premium,2025-05-26,2025-08-05,annual_review
1193,913,mass,2025-01-19,,onboarding
1194,913,mass,2025-01-19,2027-03-24,vip_offer
1195,914,mass,2024-12-04,,onboarding
1196,915,mass,2024-05-01,,onboarding
1197,916,mass,2025-08-07,,onboarding
1198,917,wealth,2025-06-27,,onboarding
1199,918,mass,2024-10-06,,onboarding
1200,919,premium,2025-11-11,,onboarding
1201,919,mass,2025-11-11,2026-07-11,onboarding
1202,920,mass,2025-10-18,,onboarding
1203,921,premium,2025-11-26,,onboarding
1204,921,mass,2025-11-26,2027-09-19,churn_risk
1205,922,premium,2023-12-28,,onboarding
1206,923,wealth,2024-08-12,,onboarding
1207,923,mass,2024-08-12,2025-06-12,annual_review
1208,924,mass,2023-12-07,,onboarding
1209,925,mass,2023-10-09,,onboarding
1210,926,mass,2025-02-14,,onboarding
1211,927,premium,2025-09-28,,onboarding
1212,928,premium,2024-01-28,,onboarding
1213,928,mass,2024-01-28,2026-02-01,churn_risk
1214,929,wealth,2023-11-23,,onboarding
1215,930,mass,2024-07-22,,onboarding
1216,930,premium,2024-07-22,2025-08-15,income_growth
1217,931,mass,2023-12-13,,onboarding
1218,932,mass,2025-05-20,,onboarding
1219,933,mass,2025-01-12,,onboarding
1220,934,mass,2023-08-02,,onboarding
1221,935,mass,2024-12-20,,onboarding
1222,936,wealth,2023-10-25,,onboarding
1223,937,premium,2024-10-12,,onboarding
1224,937,mass,2024-10-12,2026-12-20,income_growth
1225,938,mass,2023-12-04,,onboarding
1226,939,wealth,2024-12-22,,onboarding
1227,940,mass,2023-06-06,,onboarding
1228,940,mass,2023-06-06,2025-04-15,churn_risk
1229,941,premium,2024-11-23,,onboarding
1230,941,mass,2024-11-23,2026-06-21,annual_review
1231,942,mass,2023-11-13,,onboarding
1232,943,mass,2023-05-20,,onboarding
1233,944,mass,2025-05-13,,onboarding
1234,945,premium,2023-09-17,,onboarding
1235,946,wealth,2023-07-18,,onboarding
1236,947,premium,2025-12-05,,onboarding
1237,948,premium,2023-11-04,,onboarding
1238,949,premium,2023-10-20,,onboarding
1239,950,mass,2025-03-11,,onboarding
1240,950,mass,2025-03-11,2025-06-21,onboarding
1241,951,premium,2024-04-18,,onboarding
1242,952,mass,2023-04-19,,onboarding
1243,953,mass,2024-03-21,,onboarding
1244,954,mass,2025-05-28,,onboarding
1245,955,mass,2025-05-10,,onboarding
1246,956,mass,2023-10-13,,onboarding
1247,957,wealth,2024-05-19,,onboarding
1248,957,mass,2024-05-19,2024-10-06,onboarding
1249,958,mass,2025-08-13,,onboarding
1250,958,mass,2025-08-13,2026-11-15,churn_risk
1251,959,mass,2023-06-30,,onboarding
1252,959,premium,2023-06-30,2025-03-01,vip_offer
1253,960,wealth,2025-06-06,,onboarding
1254,961,premium,2025-03-27,,onboarding
1255,962,premium,2024-10-27,,onboarding
1256,963,premium,2025-10-11,,onboarding
1257,964,premium,2025-05-04,,onboarding
1258,964,mass,2025-05-04,2025-10-25,annual_review
1259,965,mass,2023-10-18,,onboarding
1260,966,mass,2025-08-03,,onboarding
1261,966,premium,2025-08-03,2027-09-02,income_growth
1262,967,mass,2025-08-20,,onboarding
1263,967,premium,2025-08-20,2026-06-07,annual_review
1264,968,wealth,2025-03-21,,onboarding
1265,969,mass,2025-06-19,,onboarding
1266,970,mass,2025-10-17,,onboarding
1267,971,wealth,2025-02-25,,onboarding
1268,972,mass,2025-07-27,,onboarding
1269,973,mass,2024-10-24,,onboarding
1270,973,premium,2024-10-24,2026-12-07,onboarding
1271,974,mass,2025-12-08,,onboarding
1272,975,premium,2025-03-21,,onboarding
1273,976,mass,2023-05-06,,onboarding
1274,977,wealth,2023-09-01,,onboarding
1275,977,mass,2023-09-01,2024-01-20,churn_risk
1276,978,mass,2025-01-17,,onboarding
1277,979,wealth,2024-05-22,,onboarding
1278,979,mass,2024-05-22,2026-04-14,annual_review
