transaction_id,client_id,account_id,card_id,transaction_time,amount,currency,transaction_type,merchant_name,merchant_category,city,status
2434,1473,82,1825,2025-05-20 16:43:03,148307.23,USD,cash_withdrawal,Air Astana,electronics,Алматы,success
2435,1147,2968,121,2025-09-02 05:14:37,265748.65,EUR,purchase,Small,travel,Шымкент,success
2436,1094,2650,2087,2025-12-19 11:55:48,144039.57,KZT,deposit,H&M,marketplace,Усть-Каменогорск,success
2437,1609,1434,2148,2025-05-27 17:44:45,320039.63,EUR,deposit,Sulpak,travel,Алматы,declined
2438,1924,1110,1631,2025-09-29 03:12:17,321252.17,EUR,transfer,Air Astana,travel,Астана,declined
2439,1644,230,824,2025-06-19 08:42:35,371090.24,USD,purchase,Small,marketplace,Караганда,success
2440,513,1031,2215,2026-04-17 10:49:03,332108.58,USD,transfer,Technodom,marketplace,Астана,success
2441,1982,1186,1314,2026-04-06 00:03:59,142883.6,KZT,deposit,Air Astana,supermarket,Усть-Каменогорск,declined
2442,833,2792,1087,2026-04-16 17:03:26,451755.73,EUR,purchase,Sulpak,food_delivery,Астана,success
2443,211,2866,1242,2025-12-12 06:07:03,308473.02,KZT,deposit,Magnum,transport,Тараз,success
2444,304,1359,2289,2026-02-24 10:20:31,393842.85,KZT,transfer,Coffee Boom,transport,Усть-Каменогорск,success
2445,364,2202,2311,2026-01-23 02:32:28,290656.93,KZT,cash_withdrawal,Sulpak,transport,Павлодар,success
2446,926,1207,714,2026-02-16 04:19:51,319387.66,EUR,cash_withdrawal,Coffee Boom,marketplace,Шымкент,success
2447,499,1152,302,2026-01-18 18:52:00,150873.65,KZT,transfer,Ramstore,food_delivery,Астана,success
2448,81,2611,1734,2025-06-12 15:44:52,162246.37,EUR,transfer,Air Astana,electronics,Караганда,success
2449,498,1045,236,2025-11-05 05:45:26,429563.68,KZT,transfer,Green Bazaar,clothing,Шымкент,success
2450,1829,907,1347,2025-12-08 21:33:38,39947.76,USD,deposit,Air Astana,electronics,Алматы,declined
2451,290,608,1170,2025-09-18 22:38:21,145096.03,USD,transfer,H&M,restaurant,Алматы,declined
2452,182,2744,500,2026-02-26 07:21:36,34063.64,KZT,cash_withdrawal,Glovo,travel,Тараз,declined
2453,1328,2708,2194,2025-07-01 17:46:22,310011.35,EUR,cash_withdrawal,Burger King,food_delivery,Усть-Каменогорск,success
2454,329,2718,1337,2025-04-25 21:13:55,228437.17,EUR,purchase,Air Astana,supermarket,Шымкент,success
2455,1391,2822,1400,2025-12-30 19:20:46,358353.94,EUR,cash_withdrawal,Glovo,clothing,Шымкент,success
2456,1553,312,1192,2025-08-06 21:16:57,490227.72,USD,transfer,Burger King,marketplace,Тараз,success
2457,334,34,1761,2025-10-16 03:26:08,409907.13,EUR,purchase,Burger King,supermarket,Астана,declined
2458,1632,1393,312,2025-10-27 11:06:48,21029.45,EUR,cash_withdrawal,Ramstore,travel,Алматы,success
2459,277,422,1421,2025-09-23 19:02:36,243010.54,EUR,purchase,Glovo,transport,Караганда,success
2460,62,1058,272,2025-07-10 13:19:08,100706.75,USD,purchase,Burger King,marketplace,Актобе,success
2461,1276,403,300,2026-04-05 23:08:26,279832.68,KZT,transfer,Small,electronics,Алматы,success
2462,252,2624,1119,2025-10-04 08:51:30,147106.9,USD,transfer,Small,supermarket,Актобе,success
2463,384,2327,2489,2025-05-09 00:02:26,360715.6,USD,purchase,Kaspi Store,supermarket,Шымкент,success
2464,1627,1351,1141,2026-03-10 02:44:13,448544.86,KZT,transfer,KFC,electronics,Павлодар,declined
2465,1816,2019,563,2026-03-25 23:32:21,216044.91,EUR,deposit,Burger King,restaurant,Алматы,declined
2466,557,2985,2297,2026-02-25 06:37:23,124511.69,KZT,cash_withdrawal,Green Bazaar,clothing,Тараз,declined
2467,28,1323,465,2025-06-01 03:36:24,472156.59,EUR,purchase,Burger King,clothing,Караганда,declined
2468,1375,433,371,2025-11-28 11:33:29,60983.41,KZT,deposit,Zara,clothing,Караганда,success
2469,299,1233,1788,2025-11-07 11:36:41,237906.52,USD,transfer,Burger King,food_delivery,Караганда,success
2470,1924,1110,1631,2025-05-05 13:33:24,368534.86,USD,purchase,Burger King,restaurant,Павлодар,success
2471,981,214,1264,2025-10-13 12:51:26,233502.61,KZT,transfer,Burger King,marketplace,Шымкент,success
2472,1893,394,43,2025-12-09 16:37:29,173103.92,EUR,deposit,Small,supermarket,Тараз,success
2473,1966,1902,2324,2025-11-25 21:02:51,314233.91,KZT,deposit,Glovo,electronics,Астана,success
2474,1070,118,2158,2025-11-24 06:17:52,109106.58,USD,cash_withdrawal,Technodom,transport,Тараз,success
2475,1523,102,1669,2025-10-20 19:56:19,344563.96,USD,transfer,Kaspi Store,supermarket,Шымкент,success
2476,1693,2921,2416,2025-06-02 06:41:52,452000.49,USD,transfer,Glovo,supermarket,Шымкент,success
2477,697,2666,2178,2025-12-18 04:58:31,384413.53,USD,purchase,Ramstore,electronics,Астана,declined
2478,194,2690,204,2026-04-07 21:54:48,295360.2,KZT,deposit,Zara,food_delivery,Тараз,success
2479,1204,2621,2384,2026-02-01 18:27:11,415464.22,USD,transfer,Technodom,restaurant,Усть-Каменогорск,success
2480,47,672,2253,2025-10-08 11:55:45,412881.3,EUR,transfer,Burger King,electronics,Караганда,success
2481,1064,2116,1696,2025-10-27 05:39:28,215702.16,EUR,cash_withdrawal,Green Bazaar,electronics,Актобе,success
2482,28,1825,2350,2026-03-07 12:21:20,282049.16,USD,cash_withdrawal,Air Astana,electronics,Астана,success
2483,1342,2943,2469,2026-03-31 16:25:59,246383.75,EUR,purchase,Green Bazaar,transport,Павлодар,success
2484,399,249,2285,2025-12-18 19:33:24,228831.68,KZT,deposit,Coffee Boom,supermarket,Усть-Каменогорск,success
2485,1958,1074,17,2025-10-27 09:54:33,352291.58,KZT,purchase,H&M,food_delivery,Тараз,success
2486,1590,348,780,2026-01-31 16:47:22,7135.41,USD,cash_withdrawal,Green Bazaar,travel,Караганда,success
2487,1375,433,371,2025-07-02 13:13:52,418371.07,EUR,deposit,Air Astana,supermarket,Усть-Каменогорск,success
2488,1873,2780,144,2026-02-15 12:07:25,201307.53,EUR,purchase,Air Astana,transport,Усть-Каменогорск,success
2489,173,830,776,2026-03-09 23:54:56,406239.72,EUR,transfer,Glovo,travel,Актобе,declined
2490,1507,1238,1014,2025-11-25 09:59:04,492735.12,USD,purchase,Zara,electronics,Шымкент,declined
2491,1998,1814,367,2025-11-10 22:19:27,407405.57,KZT,deposit,H&M,supermarket,Алматы,declined
2492,655,2388,1813,2025-08-17 03:42:25,259499.13,KZT,purchase,Kaspi Store,food_delivery,Тараз,success
2493,274,1302,1780,2026-03-21 19:12:45,228593.75,EUR,transfer,Small,restaurant,Павлодар,success
2494,632,1134,1000,2025-09-11 21:12:31,286675.26,KZT,purchase,Kaspi Store,transport,Астана,success
2495,149,1526,694,2025-04-26 02:53:54,430157.27,EUR,transfer,H&M,restaurant,Павлодар,success
2496,1215,2043,1814,2026-03-17 04:40:31,60882.26,USD,transfer,Kaspi Store,clothing,Алматы,success
2497,267,2897,1171,2026-04-06 19:15:46,28889.61,EUR,deposit,Green Bazaar,transport,Павлодар,declined
2498,753,875,401,2026-02-20 14:06:05,4379.71,USD,purchase,Technodom,clothing,Усть-Каменогорск,declined
2499,1541,990,1923,2025-10-24 17:13:36,68265.35,EUR,purchase,Coffee Boom,food_delivery,Павлодар,success
2500,1402,2754,1401,2026-03-10 02:12:51,346037.18,KZT,purchase,Coffee Boom,transport,Караганда,declined
2501,138,2008,1265,2025-09-25 14:32:04,457332.59,EUR,purchase,KFC,transport,Усть-Каменогорск,declined
2502,1038,2431,1032,2025-05-16 15:02:19,186801.03,KZT,cash_withdrawal,Small,supermarket,Караганда,success
2503,1412,1991,1597,2025-12-06 09:11:51,470302.05,KZT,cash_withdrawal,Ramstore,restaurant,Павлодар,success
2504,1006,1113,1643,2026-02-26 22:24:34,149590.96,EUR,purchase,KFC,restaurant,Шымкент,success
2505,841,1475,795,2025-08-02 16:25:20,187946.77,EUR,cash_withdrawal,Sulpak,marketplace,Актобе,declined
2506,218,1648,1831,2026-01-28 15:32:01,39432.06,USD,purchase,Small,supermarket,Тараз,declined
2507,1981,2703,964,2025-08-28 07:38:19,272348.63,USD,cash_withdrawal,Coffee Boom,transport,Астана,success
2508,749,395,1277,2025-09-27 12:44:47,47559.18,USD,deposit,Magnum,restaurant,Усть-Каменогорск,success
2509,407,83,2326,2025-04-25 22:08:01,263521.05,KZT,purchase,Sulpak,electronics,Астана,success
2510,1596,635,1477,2025-09-11 19:25:50,384772.36,EUR,purchase,Magnum,clothing,Алматы,success
2511,1690,2907,948,2025-06-28 12:49:33,392688.29,USD,cash_withdrawal,Technodom,travel,Актобе,success
2512,811,19,1048,2026-03-23 12:41:00,432945.76,USD,deposit,Glovo,travel,Павлодар,success
2513,481,2414,1215,2025-07-03 00:00:08,166180.54,USD,deposit,H&M,clothing,Актобе,declined
2514,1702,33,217,2025-12-03 01:22:11,222748.24,KZT,transfer,Small,electronics,Усть-Каменогорск,success
2515,428,1436,726,2026-03-08 03:15:15,144058.21,KZT,transfer,Magnum,clothing,Алматы,success
2516,981,2249,1436,2025-06-28 01:34:02,395553.56,KZT,cash_withdrawal,Magnum,restaurant,Актобе,declined
2517,34,1563,413,2025-09-11 03:15:37,84064.93,USD,transfer,Yandex Go,travel,Павлодар,declined
2518,1013,2176,101,2025-12-06 18:13:32,276497.18,KZT,cash_withdrawal,Coffee Boom,supermarket,Караганда,success
2519,1053,148,1935,2025-07-02 07:09:15,410318.65,USD,deposit,H&M,marketplace,Караганда,declined
2520,1452,474,2222,2026-02-23 01:55:05,307781.36,KZT,transfer,Zara,food_delivery,Караганда,success
2521,565,414,1572,2025-12-04 02:11:28,240461.45,KZT,deposit,Burger King,marketplace,Астана,success
2522,1300,62,1492,2025-06-29 05:10:04,408654.66,EUR,cash_withdrawal,H&M,supermarket,Усть-Каменогорск,declined
2523,433,1200,1458,2025-12-10 23:06:02,380099.82,USD,cash_withdrawal,H&M,supermarket,Алматы,success
2524,373,2209,878,2025-12-03 23:09:18,354224.71,USD,deposit,Magnum,transport,Усть-Каменогорск,success
2525,716,859,907,2026-01-27 21:20:58,141292.49,USD,transfer,Air Astana,transport,Астана,success
2526,1234,911,1157,2026-04-19 17:32:24,167119.67,EUR,transfer,H&M,food_delivery,Алматы,success
2527,1761,1799,134,2026-03-28 05:51:28,203695.76,EUR,purchase,Zara,travel,Караганда,declined
2528,883,1311,1750,2025-06-23 10:50:06,356087.92,KZT,transfer,Yandex Go,electronics,Караганда,success
2529,520,1859,1870,2025-05-23 08:28:23,373801.16,EUR,cash_withdrawal,Technodom,electronics,Тараз,declined
2530,52,686,103,2026-04-04 19:54:34,456981.28,USD,deposit,Sulpak,marketplace,Шымкент,declined
2531,364,2202,2311,2025-05-17 09:36:39,283258.14,KZT,purchase,Small,food_delivery,Тараз,success
2532,831,517,2064,2025-08-08 22:54:57,42152.3,EUR,cash_withdrawal,Ramstore,food_delivery,Тараз,declined
2533,1768,298,942,2026-01-24 02:33:25,435257.97,EUR,deposit,H&M,clothing,Караганда,success
2534,667,277,924,2025-09-04 21:50:56,202907.28,EUR,purchase,Yandex Go,supermarket,Усть-Каменогорск,success
2535,881,2935,152,2025-11-02 02:35:43,76082.17,USD,cash_withdrawal,Coffee Boom,travel,Шымкент,success
2536,1076,2096,395,2025-06-15 11:19:24,69277.9,KZT,deposit,H&M,transport,Караганда,declined
2537,408,2974,1559,2025-06-16 11:24:00,219174.69,USD,deposit,Small,food_delivery,Шымкент,declined
2538,960,2053,2098,2025-10-13 06:23:26,116003.16,EUR,deposit,Coffee Boom,restaurant,Караганда,declined
2539,1422,2281,783,2026-03-07 01:13:36,458117.6,USD,transfer,Burger King,food_delivery,Усть-Каменогорск,success
2540,835,1429,2246,2025-07-08 06:09:45,281279.51,KZT,transfer,H&M,marketplace,Павлодар,success
2541,158,787,981,2025-05-31 17:32:46,366090.13,USD,cash_withdrawal,Green Bazaar,travel,Тараз,success
2542,1167,1740,523,2025-06-12 12:49:31,411920.27,USD,deposit,Glovo,electronics,Усть-Каменогорск,success
2543,1267,894,1578,2026-02-01 19:44:25,493659.14,USD,cash_withdrawal,Zara,food_delivery,Астана,success
2544,428,1436,726,2025-08-27 02:06:22,200574.69,USD,transfer,Air Astana,travel,Шымкент,declined
2545,1509,2108,1985,2025-08-16 17:41:17,95186.6,USD,deposit,Coffee Boom,clothing,Павлодар,success
2546,706,240,327,2026-03-23 20:51:40,256367.95,USD,transfer,Yandex Go,transport,Астана,declined
2547,82,2476,431,2025-09-20 04:08:12,45651.2,KZT,deposit,KFC,electronics,Шымкент,success
2548,1414,2240,2498,2025-06-29 14:20:35,454545.53,USD,deposit,KFC,transport,Шымкент,success
2549,1001,1822,2486,2025-06-29 07:59:15,21887.86,USD,deposit,H&M,clothing,Тараз,declined
2550,1659,1816,807,2025-09-10 01:55:32,375581.59,EUR,cash_withdrawal,Magnum,marketplace,Караганда,declined
2551,159,1914,1356,2025-09-09 06:00:53,168876.42,KZT,deposit,Kaspi Store,electronics,Павлодар,success
2552,169,2606,2303,2025-12-01 12:42:09,496720.23,EUR,cash_withdrawal,H&M,transport,Астана,success
2553,1601,1412,7,2026-03-21 05:52:21,88878.97,EUR,transfer,Burger King,restaurant,Павлодар,success
2554,1298,550,763,2025-12-29 07:56:24,278985.3,EUR,transfer,Technodom,food_delivery,Тараз,success
2555,251,757,675,2026-01-23 03:13:25,333124.67,USD,transfer,KFC,electronics,Шымкент,success
2556,985,2999,1334,2025-10-09 02:35:21,290007.03,EUR,deposit,KFC,transport,Усть-Каменогорск,declined
2557,1780,452,1847,2025-06-13 20:18:04,437009.19,KZT,cash_withdrawal,Coffee Boom,transport,Актобе,declined
2558,1276,455,1743,2025-07-06 17:39:40,11286.55,USD,transfer,Magnum,electronics,Караганда,success
2559,1453,1178,321,2025-08-05 13:27:59,73456.56,KZT,transfer,Small,marketplace,Караганда,declined
2560,79,2261,1498,2025-04-28 11:40:09,75199.23,KZT,purchase,Sulpak,restaurant,Актобе,success
2561,384,1578,396,2026-04-15 06:20:05,419037.39,KZT,transfer,Glovo,restaurant,Актобе,success
2562,724,1384,1929,2025-10-27 16:30:51,492651.72,KZT,transfer,Green Bazaar,food_delivery,Караганда,declined
2563,170,2777,15,2025-11-16 09:27:44,199036.2,EUR,transfer,H&M,marketplace,Шымкент,success
2564,477,2194,2348,2026-04-02 10:24:53,199320.05,USD,transfer,Kaspi Store,electronics,Астана,success
2565,1344,1392,716,2025-04-23 19:50:11,275421.69,USD,cash_withdrawal,Technodom,travel,Тараз,success
2566,786,843,63,2026-03-13 10:08:25,37308.67,EUR,deposit,Zara,transport,Павлодар,declined
2567,1477,350,956,2025-10-11 20:33:34,375680.35,USD,purchase,KFC,electronics,Актобе,success
2568,1572,1395,1903,2026-01-02 04:38:27,174418.18,USD,cash_withdrawal,Magnum,electronics,Актобе,success
2569,1250,1715,1525,2025-12-30 18:11:31,340448.19,USD,cash_withdrawal,Sulpak,restaurant,Павлодар,success
2570,1059,2497,1497,2026-03-18 17:07:57,432798.13,EUR,transfer,KFC,clothing,Павлодар,success
2571,41,802,980,2026-04-21 18:34:57,190281.9,KZT,deposit,Burger King,travel,Караганда,success
2572,843,1481,926,2025-06-30 21:37:59,247082.78,EUR,cash_withdrawal,Sulpak,clothing,Шымкент,declined
2573,99,1426,1417,2026-01-17 06:30:45,4629.89,USD,purchase,Zara,travel,Алматы,success
2574,267,2897,1171,2025-06-26 00:16:01,311400.79,USD,purchase,Sulpak,transport,Павлодар,success
2575,1088,2637,298,2025-11-03 08:09:46,394435.77,EUR,deposit,Sulpak,marketplace,Тараз,declined
2576,782,1038,832,2025-05-30 07:49:16,479873.41,USD,transfer,Magnum,transport,Астана,declined
2577,1375,433,371,2026-02-18 21:22:24,14168.83,USD,deposit,Burger King,restaurant,Алматы,success
2578,1865,1223,201,2026-04-17 09:20:06,140973.43,EUR,transfer,Burger King,electronics,Астана,success
2579,1622,1156,2431,2025-05-06 00:36:54,353245.47,USD,transfer,Kaspi Store,transport,Усть-Каменогорск,success
2580,1128,801,1267,2025-07-21 16:09:57,289682.46,KZT,cash_withdrawal,Yandex Go,food_delivery,Усть-Каменогорск,success
2581,1558,2026,354,2025-07-16 15:12:50,260260.14,EUR,transfer,Ramstore,transport,Актобе,success
2582,70,820,661,2025-12-21 21:40:28,497435.98,USD,cash_withdrawal,Small,travel,Шымкент,declined
2583,534,1502,1670,2025-09-14 09:39:26,471655.65,USD,cash_withdrawal,Small,supermarket,Астана,declined
2584,44,2065,679,2025-05-10 05:48:49,303874.73,USD,purchase,Sulpak,supermarket,Шымкент,success
2585,575,21,1321,2025-09-07 21:19:14,301311.73,KZT,purchase,Small,electronics,Алматы,declined
2586,371,561,1928,2026-01-14 12:23:58,365636.9,USD,transfer,Sulpak,restaurant,Алматы,success
2587,1568,1745,501,2025-12-22 20:37:41,5162.28,KZT,deposit,Air Astana,marketplace,Шымкент,success
2588,935,2640,625,2025-05-18 12:10:09,48361.95,KZT,transfer,Magnum,transport,Шымкент,success
2589,913,2397,1263,2026-01-27 13:23:34,35886.94,EUR,purchase,Burger King,electronics,Усть-Каменогорск,success
2590,223,2850,831,2025-07-25 18:00:41,325554.21,EUR,transfer,H&M,restaurant,Тараз,success
2591,1793,1390,1511,2026-04-18 16:47:03,378432.6,KZT,deposit,Kaspi Store,restaurant,Алматы,success
2592,692,1897,1717,2025-09-10 06:29:45,279081.09,USD,purchase,Yandex Go,supermarket,Усть-Каменогорск,success
2593,530,169,535,2025-11-11 22:12:17,312236.82,EUR,purchase,Air Astana,travel,Шымкент,declined
2594,28,1323,465,2026-03-05 10:14:38,55892.96,KZT,transfer,Technodom,restaurant,Караганда,success
2595,767,2125,328,2025-10-05 16:44:07,251647.06,EUR,cash_withdrawal,Kaspi Store,electronics,Павлодар,success
2596,1015,1698,604,2025-10-20 19:37:56,50111.88,USD,transfer,Ramstore,food_delivery,Павлодар,success
2597,76,904,468,2025-09-22 09:09:56,387423.17,KZT,cash_withdrawal,Magnum,supermarket,Павлодар,declined
2598,894,2949,1252,2025-08-16 19:42:44,217954.52,USD,deposit,Coffee Boom,clothing,Шымкент,success
2599,235,1718,895,2025-11-09 14:56:48,140667.8,KZT,cash_withdrawal,Small,supermarket,Усть-Каменогорск,success
2600,1628,658,963,2025-08-11 14:19:13,152152.13,USD,purchase,Magnum,food_delivery,Астана,success
2601,1217,31,287,2025-05-01 19:23:56,422083.36,USD,purchase,Small,electronics,Шымкент,success
2602,356,1494,2187,2025-10-01 00:43:52,329127.49,EUR,cash_withdrawal,Technodom,supermarket,Астана,success
2603,1866,1270,94,2025-10-01 15:22:04,482758.08,EUR,cash_withdrawal,Yandex Go,transport,Усть-Каменогорск,success
2604,1255,1541,2444,2025-08-20 04:37:16,472717.4,KZT,deposit,Kaspi Store,travel,Актобе,success
2605,960,2053,2098,2025-11-07 05:29:38,292208.6,EUR,deposit,Small,clothing,Астана,success
2606,1238,1087,1931,2025-10-16 17:54:40,330297.98,KZT,transfer,Zara,marketplace,Шымкент,success
2607,1992,1499,814,2025-06-30 13:31:11,300892.84,KZT,deposit,Green Bazaar,travel,Актобе,declined
2608,882,918,1368,2025-12-20 13:04:31,122507.2,USD,deposit,Air Astana,food_delivery,Тараз,declined
2609,750,279,781,2025-05-15 14:53:51,181730.35,USD,transfer,Green Bazaar,electronics,Алматы,success
2610,187,244,1976,2026-04-19 09:23:25,239879.0,USD,deposit,Green Bazaar,restaurant,Павлодар,success
2611,1583,2762,991,2026-04-08 13:26:48,69221.05,USD,transfer,Burger King,restaurant,Астана,success
2612,882,918,1368,2025-11-12 09:00:19,490515.57,EUR,transfer,Magnum,restaurant,Павлодар,success
2613,1349,2628,405,2026-04-10 01:12:45,480025.8,USD,cash_withdrawal,Green Bazaar,supermarket,Астана,success
2614,575,21,1321,2026-04-20 06:30:55,488713.4,KZT,cash_withdrawal,Sulpak,electronics,Караганда,success
2615,61,2885,2092,2025-09-16 14:45:51,328690.68,USD,deposit,Air Astana,travel,Павлодар,success
2616,816,287,1127,2026-01-21 17:15:42,61823.67,KZT,purchase,H&M,electronics,Тараз,declined
2617,194,2912,2488,2025-07-02 14:17:38,474163.01,KZT,purchase,Green Bazaar,travel,Усть-Каменогорск,success
2618,165,2307,1617,2025-07-29 22:11:18,62189.4,EUR,cash_withdrawal,Kaspi Store,food_delivery,Актобе,success
2619,623,2447,1787,2026-01-03 04:59:21,87805.94,USD,purchase,Glovo,restaurant,Астана,success
2620,1907,2413,1937,2025-06-01 22:30:59,149529.32,EUR,purchase,Ramstore,clothing,Шымкент,success
2621,1300,1500,1879,2025-12-04 09:51:21,251577.36,EUR,cash_withdrawal,Kaspi Store,travel,Павлодар,success
2622,1415,2687,696,2026-02-14 13:37:49,440894.85,EUR,cash_withdrawal,Air Astana,travel,Астана,success
2623,1673,166,2284,2025-08-31 06:13:55,50939.34,KZT,deposit,Glovo,travel,Павлодар,success
2624,1406,2967,1648,2025-10-26 01:51:13,60217.45,KZT,deposit,Kaspi Store,transport,Алматы,success
2625,927,116,1247,2025-08-25 08:54:21,439594.84,EUR,purchase,Coffee Boom,food_delivery,Актобе,success
2626,871,1923,1616,2025-10-16 13:46:38,485999.33,EUR,purchase,Coffee Boom,restaurant,Караганда,success
2627,1330,2305,1745,2025-08-11 13:10:29,358683.58,USD,transfer,Technodom,travel,Павлодар,success
2628,1958,1074,17,2025-05-05 20:13:20,297672.22,USD,purchase,Burger King,travel,Шымкент,success
2629,341,442,1775,2026-01-24 09:43:43,489781.24,KZT,purchase,Kaspi Store,supermarket,Астана,success
2630,341,217,2433,2026-01-01 07:25:40,498229.78,USD,deposit,Burger King,travel,Тараз,success
2631,1331,2765,1626,2025-09-27 06:51:34,248848.42,USD,deposit,Sulpak,food_delivery,Павлодар,success
2632,656,687,1357,2025-10-28 08:05:04,142561.55,EUR,cash_withdrawal,Kaspi Store,restaurant,Тараз,success
2633,1654,2927,1883,2025-07-17 12:50:03,5287.06,USD,purchase,Burger King,marketplace,Караганда,success
2634,1159,188,1602,2025-07-27 05:44:00,439422.23,KZT,purchase,Magnum,restaurant,Павлодар,success
2635,1764,2324,143,2025-05-29 08:14:25,274117.28,EUR,purchase,Coffee Boom,marketplace,Тараз,declined
2636,1469,167,899,2026-03-03 03:21:05,326446.76,USD,transfer,Zara,food_delivery,Шымкент,success
2637,853,2383,1167,2025-10-16 17:24:15,225330.68,KZT,purchase,Green Bazaar,restaurant,Павлодар,success
2638,961,2590,2389,2025-04-27 19:54:05,11733.24,KZT,deposit,Ramstore,travel,Актобе,declined
2639,205,282,1104,2025-10-07 13:01:27,254323.81,KZT,transfer,Green Bazaar,restaurant,Усть-Каменогорск,declined
2640,1029,2458,1735,2026-03-16 14:38:58,156883.22,EUR,transfer,Magnum,electronics,Усть-Каменогорск,declined
2641,1335,2706,172,2025-05-15 07:54:37,466474.5,EUR,transfer,Small,marketplace,Усть-Каменогорск,success
2642,1790,494,1778,2025-08-24 15:10:58,84514.89,KZT,transfer,Magnum,supermarket,Шымкент,success
2643,274,1302,1780,2025-06-08 15:13:34,113436.15,KZT,transfer,Yandex Go,travel,Тараз,declined
2644,613,1305,1783,2025-05-23 11:04:54,20231.77,KZT,cash_withdrawal,Zara,food_delivery,Астана,success
2645,971,431,499,2026-02-09 22:26:28,110895.01,EUR,transfer,Sulpak,transport,Астана,declined
2646,84,1336,2217,2025-10-09 06:34:59,372567.39,USD,cash_withdrawal,Ramstore,restaurant,Актобе,success
2647,619,373,2376,2026-03-02 20:16:46,30291.69,USD,cash_withdrawal,Kaspi Store,travel,Тараз,success
2648,899,1291,1480,2026-03-26 16:10:09,219641.9,EUR,cash_withdrawal,Sulpak,food_delivery,Актобе,success
2649,679,462,724,2025-06-22 14:58:18,315917.02,USD,cash_withdrawal,Glovo,marketplace,Караганда,success
2650,1938,2084,24,2025-09-17 22:54:27,309087.39,USD,deposit,KFC,food_delivery,Алматы,success
2651,1860,204,53,2025-09-02 12:51:21,396151.53,USD,purchase,Glovo,travel,Павлодар,success
2652,1272,998,1757,2025-09-03 21:15:50,466788.69,EUR,cash_withdrawal,Kaspi Store,food_delivery,Шымкент,success
2653,413,2395,548,2026-01-13 03:28:13,16894.27,KZT,deposit,KFC,electronics,Астана,success
2654,1821,2864,592,2026-03-18 08:35:19,252464.08,EUR,deposit,Green Bazaar,travel,Шымкент,declined
2655,1461,987,1064,2025-07-07 11:07:09,368197.79,EUR,purchase,Air Astana,restaurant,Караганда,declined
2656,596,1621,526,2025-05-29 12:21:09,236094.29,EUR,purchase,Technodom,food_delivery,Караганда,success
2657,1101,2769,1594,2025-08-01 20:16:10,232673.11,KZT,transfer,Sulpak,marketplace,Караганда,success
2658,643,265,2473,2025-06-23 22:24:31,322490.13,EUR,transfer,Zara,clothing,Актобе,success
2659,198,1784,782,2025-11-20 20:57:34,237676.81,KZT,transfer,Technodom,electronics,Актобе,success
2660,1015,1698,604,2026-02-16 00:19:45,345371.51,USD,transfer,Yandex Go,clothing,Тараз,success
2661,1061,2766,2055,2025-12-06 06:04:51,190353.15,EUR,cash_withdrawal,Yandex Go,marketplace,Астана,success
2662,1562,1731,608,2025-08-06 00:54:58,406947.97,KZT,transfer,Glovo,travel,Тараз,declined
2663,555,622,306,2025-09-24 17:30:40,349801.06,KZT,purchase,Air Astana,clothing,Шымкент,declined
2664,1256,1115,938,2025-07-27 19:36:46,43232.24,EUR,cash_withdrawal,Yandex Go,electronics,Шымкент,declined
2665,1525,2333,77,2025-08-17 01:50:37,324861.18,USD,purchase,Air Astana,clothing,Астана,success
2666,1505,2308,188,2025-07-14 20:53:35,258940.39,EUR,deposit,Coffee Boom,marketplace,Усть-Каменогорск,declined
2667,672,746,1820,2026-04-18 20:39:23,473439.87,EUR,purchase,Magnum,travel,Шымкент,success
2668,1742,783,1008,2026-03-25 04:50:15,207631.03,USD,purchase,Magnum,food_delivery,Усть-Каменогорск,declined
2669,1347,1049,974,2026-01-15 02:55:26,487520.29,USD,cash_withdrawal,Small,transport,Усть-Каменогорск,success
2670,557,95,2056,2026-01-07 16:56:53,260901.34,KZT,transfer,H&M,food_delivery,Алматы,declined
2671,1524,1996,1102,2026-04-05 09:56:57,449889.49,USD,cash_withdrawal,Green Bazaar,travel,Павлодар,success
2672,1984,2037,2364,2025-10-07 21:23:59,466669.6,EUR,cash_withdrawal,Ramstore,food_delivery,Актобе,success
2673,906,2989,494,2025-09-15 20:00:20,204625.08,EUR,purchase,Yandex Go,supermarket,Усть-Каменогорск,declined
2674,971,899,1294,2025-12-24 02:42:42,455617.6,USD,transfer,Zara,clothing,Тараз,success
2675,1239,1341,1316,2026-02-22 16:21:12,228541.24,USD,cash_withdrawal,Zara,electronics,Алматы,declined
2676,1857,1577,852,2026-02-19 23:01:29,248774.61,EUR,deposit,Sulpak,travel,Астана,success
2677,1611,2226,145,2025-09-03 03:51:39,436834.03,EUR,deposit,Small,clothing,Актобе,success
2678,199,2738,292,2025-06-07 06:51:54,375220.07,KZT,transfer,Burger King,travel,Павлодар,declined
2679,429,2740,2317,2026-01-25 03:36:57,352826.65,KZT,deposit,Glovo,food_delivery,Шымкент,success
2680,293,1377,1137,2025-07-06 11:05:57,307809.47,USD,transfer,Glovo,clothing,Усть-Каменогорск,success
2681,206,1129,332,2026-04-07 12:35:44,324663.54,KZT,cash_withdrawal,Magnum,restaurant,Караганда,success
2682,1264,1856,2105,2025-08-21 13:52:14,145054.65,USD,deposit,Ramstore,marketplace,Караганда,success
2683,1469,2379,1031,2026-02-25 19:49:05,17131.5,USD,purchase,Glovo,electronics,Астана,success
